Beach_Name,Measurement_Timestamp,Water_Temperature,Turbidity,Transducer_Depth,Wave_Height,Wave_Period,Battery_Life,Measurement_Timestamp_Label,Measurement_ID
63rd Street Beach,06/26/2014 07:00:00 PM,20.9,1.88,1.712,0.222,4,11.2,06/26/2014 7:00 PM,63rdStreetBeach201406261900
Montrose Beach,06/26/2014 07:00:00 PM,19,2.98,1.661,0.223,4,10.8,06/26/2014 7:00 PM,MontroseBeach201406261900
Osterman Beach,06/26/2014 07:00:00 PM,18.7,3.94,1.34,0.189,4,11.3,06/26/2014 7:00 PM,OstermanBeach201406261900
Ohio Street Beach,06/26/2014 07:00:00 PM,19.7,1.36,1.696,0.154,4,10.8,06/26/2014 7:00 PM,OhioStreetBeach201406261900
Rainbow Beach,06/26/2014 07:00:00 PM,20.9,2.52,1.528,0.234,4,11,06/26/2014 7:00 PM,RainbowBeach201406261900
Calumet Beach,06/26/2014 08:00:00 PM,20.2,0.81,1.542,0.128,4,10.6,06/26/2014 8:00 PM,CalumetBeach201406262000
63rd Street Beach,06/26/2014 08:00:00 PM,21,1.77,1.795,0.233,4,11.2,06/26/2014 8:00 PM,63rdStreetBeach201406262000
Montrose Beach,06/26/2014 08:00:00 PM,18.9,2.95,1.684,0.221,4,10.8,06/26/2014 8:00 PM,MontroseBeach201406262000
Osterman Beach,06/26/2014 08:00:00 PM,18.7,4.29,1.355,0.191,4,11.3,06/26/2014 8:00 PM,OstermanBeach201406262000
Ohio Street Beach,06/26/2014 08:00:00 PM,19.7,1.33,1.715,0.155,4,10.8,06/26/2014 8:00 PM,OhioStreetBeach201406262000
Rainbow Beach,06/26/2014 08:00:00 PM,20.7,2.04,1.6,0.23,4,11,06/26/2014 8:00 PM,RainbowBeach201406262000
Calumet Beach,06/26/2014 09:00:00 PM,20.2,0.88,1.462,0.13,4,10.6,06/26/2014 9:00 PM,CalumetBeach201406262100
63rd Street Beach,06/26/2014 09:00:00 PM,20.7,1.52,1.758,0.23,4,11.2,06/26/2014 9:00 PM,63rdStreetBeach201406262100
Montrose Beach,06/26/2014 09:00:00 PM,18.9,2.81,1.666,0.207,3,10.8,06/26/2014 9:00 PM,MontroseBeach201406262100
Osterman Beach,06/26/2014 09:00:00 PM,18.7,4.19,1.341,0.169,4,11.3,06/26/2014 9:00 PM,OstermanBeach201406262100
Ohio Street Beach,06/26/2014 09:00:00 PM,19.5,1.11,1.69,0.15,4,10.8,06/26/2014 9:00 PM,OhioStreetBeach201406262100
Rainbow Beach,06/26/2014 09:00:00 PM,20.6,2.67,1.567,0.214,3,11,06/26/2014 9:00 PM,RainbowBeach201406262100
Calumet Beach,06/26/2014 11:00:00 PM,20.2,1.08,1.547,0.128,2,10.6,06/26/2014 11:00 PM,CalumetBeach201406262300
63rd Street Beach,06/26/2014 11:00:00 PM,20.4,1.32,1.806,0.21,4,11.2,06/26/2014 11:00 PM,63rdStreetBeach201406262300
Montrose Beach,06/26/2014 11:00:00 PM,18.8,2.83,1.66,0.187,4,10.8,06/26/2014 11:00 PM,MontroseBeach201406262300
Osterman Beach,06/26/2014 11:00:00 PM,18.6,3.65,1.365,0.167,4,11.3,06/26/2014 11:00 PM,OstermanBeach201406262300
Calumet Beach,06/26/2014 10:00:00 PM,20.1,0.92,1.502,0.131,2,10.6,06/26/2014 10:00 PM,CalumetBeach201406262200
63rd Street Beach,06/26/2014 10:00:00 PM,20.4,1.13,1.774,0.235,4,11.2,06/26/2014 10:00 PM,63rdStreetBeach201406262200
Montrose Beach,06/26/2014 10:00:00 PM,18.9,2.93,1.706,0.199,4,10.8,06/26/2014 10:00 PM,MontroseBeach201406262200
Osterman Beach,06/26/2014 10:00:00 PM,18.7,3.81,1.393,0.162,4,11.3,06/26/2014 10:00 PM,OstermanBeach201406262200
Ohio Street Beach,06/26/2014 10:00:00 PM,19.4,1.01,1.773,0.147,4,10.8,06/26/2014 10:00 PM,OhioStreetBeach201406262200
Rainbow Beach,06/26/2014 10:00:00 PM,20.5,2.55,1.606,0.234,3,11,06/26/2014 10:00 PM,RainbowBeach201406262200
Ohio Street Beach,06/26/2014 11:00:00 PM,19.2,0.99,1.714,0.131,4,10.8,06/26/2014 11:00 PM,OhioStreetBeach201406262300
Rainbow Beach,06/26/2014 11:00:00 PM,20.4,2.33,1.638,0.219,3,11,06/26/2014 11:00 PM,RainbowBeach201406262300
Calumet Beach,06/27/2014 12:00:00 AM,20.2,1.3,1.558,0.122,2,10.6,06/27/2014 12:00 AM,CalumetBeach201406272400
63rd Street Beach,06/27/2014 12:00:00 AM,20.2,1.5,1.793,0.208,3,11.2,06/27/2014 12:00 AM,63rdStreetBeach201406272400
Montrose Beach,06/27/2014 12:00:00 AM,18.8,2.59,1.737,0.192,8,10.8,06/27/2014 12:00 AM,MontroseBeach201406272400
Osterman Beach,06/27/2014 12:00:00 AM,18.6,3.6,1.419,0.149,4,11.3,06/27/2014 12:00 AM,OstermanBeach201406272400
Ohio Street Beach,06/27/2014 12:00:00 AM,19.1,0.9,1.786,0.128,4,10.8,06/27/2014 12:00 AM,OhioStreetBeach201406272400
Rainbow Beach,06/27/2014 12:00:00 AM,20.2,2.48,1.593,0.21,4,11,06/27/2014 12:00 AM,RainbowBeach201406272400
Calumet Beach,06/27/2014 01:00:00 AM,20,1.45,1.514,0.125,2,10.6,06/27/2014 1:00 AM,CalumetBeach201406270100
63rd Street Beach,06/27/2014 01:00:00 AM,20.1,1.2,1.815,0.192,4,11.1,06/27/2014 1:00 AM,63rdStreetBeach201406270100
Montrose Beach,06/27/2014 01:00:00 AM,18.9,2.17,1.662,0.177,3,10.8,06/27/2014 1:00 AM,MontroseBeach201406270100
Osterman Beach,06/27/2014 01:00:00 AM,18.5,3.43,1.349,0.149,3,11.3,06/27/2014 1:00 AM,OstermanBeach201406270100
Ohio Street Beach,06/27/2014 01:00:00 AM,19,0.92,1.757,0.136,4,10.8,06/27/2014 1:00 AM,OhioStreetBeach201406270100
Rainbow Beach,06/27/2014 01:00:00 AM,20,2.15,1.632,0.202,4,11,06/27/2014 1:00 AM,RainbowBeach201406270100
Calumet Beach,06/27/2014 02:00:00 AM,20,1.63,1.49,0.13,2,10.6,06/27/2014 2:00 AM,CalumetBeach201406270200
63rd Street Beach,06/27/2014 02:00:00 AM,20,1.11,1.837,0.202,4,11.1,06/27/2014 2:00 AM,63rdStreetBeach201406270200
Montrose Beach,06/27/2014 02:00:00 AM,19.2,2.27,1.704,0.175,4,10.8,06/27/2014 2:00 AM,MontroseBeach201406270200
Osterman Beach,06/27/2014 02:00:00 AM,18.5,3.43,1.376,0.161,4,11.3,06/27/2014 2:00 AM,OstermanBeach201406270200
Ohio Street Beach,06/27/2014 02:00:00 AM,19.1,1.46,1.775,0.132,4,10.8,06/27/2014 2:00 AM,OhioStreetBeach201406270200
Rainbow Beach,06/27/2014 02:00:00 AM,19.5,1.85,1.638,0.209,4,11,06/27/2014 2:00 AM,RainbowBeach201406270200
Calumet Beach,06/27/2014 04:00:00 AM,20,1.31,1.438,0.128,3,10.6,06/27/2014 4:00 AM,CalumetBeach201406270400
63rd Street Beach,06/27/2014 04:00:00 AM,19.8,1.24,1.788,0.209,2,11.1,06/27/2014 4:00 AM,63rdStreetBeach201406270400
Montrose Beach,06/27/2014 04:00:00 AM,18.6,2.17,1.7,0.187,3,10.8,06/27/2014 4:00 AM,MontroseBeach201406270400
Osterman Beach,06/27/2014 04:00:00 AM,18.4,3.3,1.378,0.176,3,11.3,06/27/2014 4:00 AM,OstermanBeach201406270400
Ohio Street Beach,06/27/2014 04:00:00 AM,18.9,1.44,1.73,0.135,4,10.8,06/27/2014 4:00 AM,OhioStreetBeach201406270400
Rainbow Beach,06/27/2014 04:00:00 AM,19.5,1.06,1.563,0.206,2,11,06/27/2014 4:00 AM,RainbowBeach201406270400
Calumet Beach,06/27/2014 05:00:00 AM,20,1.17,1.549,0.125,3,10.6,06/27/2014 5:00 AM,CalumetBeach201406270500
63rd Street Beach,06/27/2014 05:00:00 AM,19.5,0.88,1.802,0.207,4,11.1,06/27/2014 5:00 AM,63rdStreetBeach201406270500
Montrose Beach,06/27/2014 05:00:00 AM,18.5,2.23,1.672,0.184,2,10.8,06/27/2014 5:00 AM,MontroseBeach201406270500
Osterman Beach,06/27/2014 05:00:00 AM,18.3,3.58,1.361,0.175,3,11.3,06/27/2014 5:00 AM,OstermanBeach201406270500
Ohio Street Beach,06/27/2014 05:00:00 AM,18.7,0.64,1.747,0.137,3,10.8,06/27/2014 5:00 AM,OhioStreetBeach201406270500
Calumet Beach,06/27/2014 06:00:00 AM,19.9,1.13,1.529,0.128,3,10.6,06/27/2014 6:00 AM,CalumetBeach201406270600
63rd Street Beach,06/27/2014 06:00:00 AM,19.5,0.84,1.807,0.19,3,11.1,06/27/2014 6:00 AM,63rdStreetBeach201406270600
Montrose Beach,06/27/2014 06:00:00 AM,18.3,2.07,1.69,0.18,3,10.8,06/27/2014 6:00 AM,MontroseBeach201406270600
Osterman Beach,06/27/2014 06:00:00 AM,18.3,3.4,1.385,0.17,3,11.3,06/27/2014 6:00 AM,OstermanBeach201406270600
Ohio Street Beach,06/27/2014 06:00:00 AM,18.6,0.64,1.752,0.129,3,10.8,06/27/2014 6:00 AM,OhioStreetBeach201406270600
Rainbow Beach,06/27/2014 06:00:00 AM,19.4,0.95,1.599,0.183,4,11,06/27/2014 6:00 AM,RainbowBeach201406270600
Calumet Beach,06/27/2014 07:00:00 AM,19.9,1.08,1.452,0.126,3,10.6,06/27/2014 7:00 AM,CalumetBeach201406270700
63rd Street Beach,06/27/2014 07:00:00 AM,19.5,0.83,1.708,0.179,3,11.1,06/27/2014 7:00 AM,63rdStreetBeach201406270700
Montrose Beach,06/27/2014 07:00:00 AM,18.2,2.22,1.653,0.175,3,10.8,06/27/2014 7:00 AM,MontroseBeach201406270700
Osterman Beach,06/27/2014 07:00:00 AM,18.2,3.14,1.341,0.164,3,11.3,06/27/2014 7:00 AM,OstermanBeach201406270700
Ohio Street Beach,06/27/2014 07:00:00 AM,18.6,0.62,1.696,0.121,3,10.8,06/27/2014 7:00 AM,OhioStreetBeach201406270700
Rainbow Beach,06/27/2014 07:00:00 AM,19.4,0.93,1.534,0.185,3,11,06/27/2014 7:00 AM,RainbowBeach201406270700
Calumet Beach,06/27/2014 08:00:00 AM,20,1.05,1.52,0.119,3,10.6,06/27/2014 8:00 AM,CalumetBeach201406270800
63rd Street Beach,06/27/2014 08:00:00 AM,19.6,0.78,1.777,0.187,3,11.1,06/27/2014 8:00 AM,63rdStreetBeach201406270800
Montrose Beach,06/27/2014 08:00:00 AM,18.2,2,1.656,0.174,3,10.8,06/27/2014 8:00 AM,MontroseBeach201406270800
Osterman Beach,06/27/2014 08:00:00 AM,18.2,3.2,1.343,0.161,3,11.3,06/27/2014 8:00 AM,OstermanBeach201406270800
Ohio Street Beach,06/27/2014 08:00:00 AM,18.7,0.6,1.725,0.126,3,10.8,06/27/2014 8:00 AM,OhioStreetBeach201406270800
Rainbow Beach,06/27/2014 08:00:00 AM,19.4,0.86,1.601,0.191,3,11,06/27/2014 8:00 AM,RainbowBeach201406270800
Calumet Beach,06/27/2014 09:00:00 AM,20.2,0.97,1.494,0.108,3,10.6,06/27/2014 9:00 AM,CalumetBeach201406270900
63rd Street Beach,06/27/2014 09:00:00 AM,19.6,0.81,1.783,0.189,3,11.1,06/27/2014 9:00 AM,63rdStreetBeach201406270900
Montrose Beach,06/27/2014 09:00:00 AM,18.2,2.1,1.694,0.175,3,10.8,06/27/2014 9:00 AM,MontroseBeach201406270900
Osterman Beach,06/27/2014 09:00:00 AM,18.3,2.83,1.38,0.166,3,11.3,06/27/2014 9:00 AM,OstermanBeach201406270900
Ohio Street Beach,06/27/2014 09:00:00 AM,18.8,0.6,1.74,0.12,3,10.8,06/27/2014 9:00 AM,OhioStreetBeach201406270900
Rainbow Beach,06/27/2014 09:00:00 AM,19.6,0.76,1.582,0.179,3,11,06/27/2014 9:00 AM,RainbowBeach201406270900
Calumet Beach,06/27/2014 10:00:00 AM,20.3,1.2,1.518,0.105,3,10.6,06/27/2014 10:00 AM,CalumetBeach201406271000
63rd Street Beach,06/27/2014 10:00:00 AM,19.8,0.79,1.795,0.183,3,11.1,06/27/2014 10:00 AM,63rdStreetBeach201406271000
Montrose Beach,06/27/2014 10:00:00 AM,18.4,1.83,1.657,0.169,3,10.7,06/27/2014 10:00 AM,MontroseBeach201406271000
Osterman Beach,06/27/2014 10:00:00 AM,18.6,2.72,1.345,0.158,2,11.3,06/27/2014 10:00 AM,OstermanBeach201406271000
Ohio Street Beach,06/27/2014 10:00:00 AM,19,0.67,1.758,0.126,3,10.8,06/27/2014 10:00 AM,OhioStreetBeach201406271000
Rainbow Beach,06/27/2014 10:00:00 AM,19.8,0.75,1.602,0.175,3,11,06/27/2014 10:00 AM,RainbowBeach201406271000
Calumet Beach,06/27/2014 11:00:00 AM,20.8,1.13,1.476,0.097,2,10.6,06/27/2014 11:00 AM,CalumetBeach201406271100
63rd Street Beach,06/27/2014 11:00:00 AM,20.1,0.67,1.791,0.184,2,11.1,06/27/2014 11:00 AM,63rdStreetBeach201406271100
Montrose Beach,06/27/2014 11:00:00 AM,18.8,1.68,1.729,0.17,3,10.7,06/27/2014 11:00 AM,MontroseBeach201406271100
Osterman Beach,06/27/2014 11:00:00 AM,19,2.61,1.414,0.154,2,11.3,06/27/2014 11:00 AM,OstermanBeach201406271100
Ohio Street Beach,06/27/2014 11:00:00 AM,19.3,0.57,1.762,0.128,3,10.8,06/27/2014 11:00 AM,OhioStreetBeach201406271100
Rainbow Beach,06/27/2014 11:00:00 AM,20.3,0.67,1.605,0.17,3,11,06/27/2014 11:00 AM,RainbowBeach201406271100
Calumet Beach,06/27/2014 12:00:00 PM,21.1,1.1,1.54,0.108,3,10.6,06/27/2014 12:00 PM,CalumetBeach201406271200
63rd Street Beach,06/27/2014 12:00:00 PM,20.3,0.63,1.768,0.184,3,11.1,06/27/2014 12:00 PM,63rdStreetBeach201406271200
Montrose Beach,06/27/2014 12:00:00 PM,19,1.36,1.686,0.181,3,10.8,06/27/2014 12:00 PM,MontroseBeach201406271200
Osterman Beach,06/27/2014 12:00:00 PM,19.3,2.68,1.365,0.154,2,11.3,06/27/2014 12:00 PM,OstermanBeach201406271200
Ohio Street Beach,06/27/2014 12:00:00 PM,20,0.58,1.749,0.149,3,10.8,06/27/2014 12:00 PM,OhioStreetBeach201406271200
Rainbow Beach,06/27/2014 12:00:00 PM,20.6,0.73,1.586,0.177,3,11,06/27/2014 12:00 PM,RainbowBeach201406271200
Calumet Beach,06/27/2014 01:00:00 PM,21.6,1.16,1.512,0.108,3,10.6,06/27/2014 1:00 PM,CalumetBeach201406271300
63rd Street Beach,06/27/2014 01:00:00 PM,20.6,0.72,1.802,0.158,4,11.1,06/27/2014 1:00 PM,63rdStreetBeach201406271300
Montrose Beach,06/27/2014 01:00:00 PM,19.4,1.25,1.726,0.174,4,10.7,06/27/2014 1:00 PM,MontroseBeach201406271300
Osterman Beach,06/27/2014 01:00:00 PM,19.7,2.68,1.406,0.18,3,11.3,06/27/2014 1:00 PM,OstermanBeach201406271300
Ohio Street Beach,06/27/2014 01:00:00 PM,21,1.6,1.799,0.153,3,10.8,06/27/2014 1:00 PM,OhioStreetBeach201406271300
Rainbow Beach,06/27/2014 01:00:00 PM,21,0.7,1.615,0.166,2,11,06/27/2014 1:00 PM,RainbowBeach201406271300
Calumet Beach,06/27/2014 02:00:00 PM,22.2,1.24,1.521,0.107,2,10.6,06/27/2014 2:00 PM,CalumetBeach201406271400
63rd Street Beach,06/27/2014 02:00:00 PM,21,0.82,1.804,0.164,3,11.1,06/27/2014 2:00 PM,63rdStreetBeach201406271400
Montrose Beach,06/27/2014 02:00:00 PM,20,1.71,1.69,0.152,3,10.7,06/27/2014 2:00 PM,MontroseBeach201406271400
Osterman Beach,06/27/2014 02:00:00 PM,20.2,2.77,1.389,0.146,3,11.3,06/27/2014 2:00 PM,OstermanBeach201406271400
Ohio Street Beach,06/27/2014 02:00:00 PM,20.8,0.8,1.735,0.149,3,10.8,06/27/2014 2:00 PM,OhioStreetBeach201406271400
Rainbow Beach,06/27/2014 02:00:00 PM,21.4,0.99,1.622,0.163,2,11,06/27/2014 2:00 PM,RainbowBeach201406271400
Calumet Beach,06/27/2014 03:00:00 PM,21.3,0.9,1.545,0.126,3,10.6,06/27/2014 3:00 PM,CalumetBeach201406271500
63rd Street Beach,06/27/2014 03:00:00 PM,21.3,0.72,1.827,0.157,3,11.1,06/27/2014 3:00 PM,63rdStreetBeach201406271500
Montrose Beach,06/27/2014 03:00:00 PM,21,1.93,1.725,0.183,3,10.7,06/27/2014 3:00 PM,MontroseBeach201406271500
Osterman Beach,06/27/2014 03:00:00 PM,20.7,2.89,1.397,0.164,5,11.3,06/27/2014 3:00 PM,OstermanBeach201406271500
Ohio Street Beach,06/27/2014 03:00:00 PM,21.6,0.69,1.783,0.152,3,10.8,06/27/2014 3:00 PM,OhioStreetBeach201406271500
Rainbow Beach,06/27/2014 03:00:00 PM,22.6,1.95,1.623,0.157,3,11,06/27/2014 3:00 PM,RainbowBeach201406271500
Calumet Beach,06/27/2014 04:00:00 PM,21.1,0.88,1.494,0.107,2,10.6,06/27/2014 4:00 PM,CalumetBeach201406271600
63rd Street Beach,06/27/2014 04:00:00 PM,22.6,1.49,1.794,0.18,3,11.1,06/27/2014 4:00 PM,63rdStreetBeach201406271600
Montrose Beach,06/27/2014 04:00:00 PM,21.5,1.79,1.677,0.153,3,10.7,06/27/2014 4:00 PM,MontroseBeach201406271600
Osterman Beach,06/27/2014 04:00:00 PM,21.8,3.19,1.372,0.155,2,11.3,06/27/2014 4:00 PM,OstermanBeach201406271600
Ohio Street Beach,06/27/2014 04:00:00 PM,21.6,0.85,1.743,0.191,2,10.8,06/27/2014 4:00 PM,OhioStreetBeach201406271600
Rainbow Beach,06/27/2014 04:00:00 PM,21.8,0.9,1.588,0.145,3,11,06/27/2014 4:00 PM,RainbowBeach201406271600
Calumet Beach,06/27/2014 05:00:00 PM,21.4,0.83,1.463,0.121,3,10.6,06/27/2014 5:00 PM,CalumetBeach201406271700
63rd Street Beach,06/27/2014 05:00:00 PM,21.7,0.77,1.737,0.16,3,11.1,06/27/2014 5:00 PM,63rdStreetBeach201406271700
Montrose Beach,06/27/2014 05:00:00 PM,20.7,1.44,1.662,0.208,2,10.7,06/27/2014 5:00 PM,MontroseBeach201406271700
Osterman Beach,06/27/2014 05:00:00 PM,20.8,2.92,1.337,0.199,2,11.3,06/27/2014 5:00 PM,OstermanBeach201406271700
Ohio Street Beach,06/27/2014 05:00:00 PM,20.9,0.99,1.728,0.169,3,10.8,06/27/2014 5:00 PM,OhioStreetBeach201406271700
Rainbow Beach,06/27/2014 05:00:00 PM,21.6,0.81,1.564,0.14,4,10.6,06/27/2014 5:00 PM,RainbowBeach201406271700
Calumet Beach,06/27/2014 06:00:00 PM,21.5,0.89,1.496,0.108,3,10.6,06/27/2014 6:00 PM,CalumetBeach201406271800
63rd Street Beach,06/27/2014 06:00:00 PM,21.5,0.59,1.816,0.166,3,11.1,06/27/2014 6:00 PM,63rdStreetBeach201406271800
Montrose Beach,06/27/2014 06:00:00 PM,20.1,1.04,1.683,0.214,2,10.8,06/27/2014 6:00 PM,MontroseBeach201406271800
Osterman Beach,06/27/2014 06:00:00 PM,20.3,2.62,1.374,0.207,3,11.3,06/27/2014 6:00 PM,OstermanBeach201406271800
Ohio Street Beach,06/27/2014 06:00:00 PM,20.8,1.08,1.718,0.163,3,10.8,06/27/2014 6:00 PM,OhioStreetBeach201406271800
Rainbow Beach,06/27/2014 06:00:00 PM,21,0.74,1.621,0.153,3,9.7,06/27/2014 6:00 PM,RainbowBeach201406271800
Calumet Beach,06/27/2014 07:00:00 PM,21.5,0.89,1.437,0.129,2,10.6,06/27/2014 7:00 PM,CalumetBeach201406271900
63rd Street Beach,06/27/2014 07:00:00 PM,20.9,0.58,1.723,0.151,3,11.1,06/27/2014 7:00 PM,63rdStreetBeach201406271900
Montrose Beach,06/27/2014 07:00:00 PM,20,0.92,1.615,0.174,2,10.8,06/27/2014 7:00 PM,MontroseBeach201406271900
Osterman Beach,06/27/2014 07:00:00 PM,20.2,2.65,1.31,0.181,3,11.3,06/27/2014 7:00 PM,OstermanBeach201406271900
Ohio Street Beach,06/27/2014 07:00:00 PM,20.4,1.13,1.694,0.192,4,10.8,06/27/2014 7:00 PM,OhioStreetBeach201406271900
Rainbow Beach,06/27/2014 07:00:00 PM,20.6,0.81,1.517,0.129,3,10.4,06/27/2014 7:00 PM,RainbowBeach201406271900
Calumet Beach,06/27/2014 08:00:00 PM,21.5,0.86,1.463,0.112,3,10.6,06/27/2014 8:00 PM,CalumetBeach201406272000
63rd Street Beach,06/27/2014 08:00:00 PM,20.6,0.56,1.765,0.148,3,11.1,06/27/2014 8:00 PM,63rdStreetBeach201406272000
Montrose Beach,06/27/2014 08:00:00 PM,19.4,0.96,1.704,0.179,4,10.8,06/27/2014 8:00 PM,MontroseBeach201406272000
Osterman Beach,06/27/2014 08:00:00 PM,20.2,2.58,1.383,0.165,3,11.3,06/27/2014 8:00 PM,OstermanBeach201406272000
Ohio Street Beach,06/27/2014 08:00:00 PM,19.7,0.95,1.724,0.157,2,10.8,06/27/2014 8:00 PM,OhioStreetBeach201406272000
Rainbow Beach,06/27/2014 08:00:00 PM,20.1,0.76,1.576,0.132,3,10.9,06/27/2014 8:00 PM,RainbowBeach201406272000
Calumet Beach,06/27/2014 09:00:00 PM,21.8,1.17,1.472,0.099,2,10.6,06/27/2014 9:00 PM,CalumetBeach201406272100
63rd Street Beach,06/27/2014 09:00:00 PM,20.6,0.51,1.74,0.138,4,11.1,06/27/2014 9:00 PM,63rdStreetBeach201406272100
Montrose Beach,06/27/2014 09:00:00 PM,19.1,0.86,1.611,0.151,2,10.8,06/27/2014 9:00 PM,MontroseBeach201406272100
Osterman Beach,06/27/2014 09:00:00 PM,20.1,2.62,1.271,0.147,2,11.3,06/27/2014 9:00 PM,OstermanBeach201406272100
Ohio Street Beach,06/27/2014 09:00:00 PM,20,1.23,1.696,0.144,3,10.8,06/27/2014 9:00 PM,OhioStreetBeach201406272100
Rainbow Beach,06/27/2014 09:00:00 PM,19.8,0.7,1.544,0.132,4,10.9,06/27/2014 9:00 PM,RainbowBeach201406272100
Calumet Beach,06/27/2014 10:00:00 PM,21.4,1.04,1.48,0.109,2,10.6,06/27/2014 10:00 PM,CalumetBeach201406272200
63rd Street Beach,06/27/2014 10:00:00 PM,20.1,0.57,1.776,0.143,3,11.1,06/27/2014 10:00 PM,63rdStreetBeach201406272200
Montrose Beach,06/27/2014 10:00:00 PM,18.7,0.78,1.711,0.16,2,10.8,06/27/2014 10:00 PM,MontroseBeach201406272200
Osterman Beach,06/27/2014 10:00:00 PM,19.8,2.43,1.386,0.144,3,11.3,06/27/2014 10:00 PM,OstermanBeach201406272200
Ohio Street Beach,06/27/2014 10:00:00 PM,19.5,0.73,1.75,0.136,2,10.8,06/27/2014 10:00 PM,OhioStreetBeach201406272200
Rainbow Beach,06/27/2014 10:00:00 PM,19.5,0.65,1.598,0.134,10,10.9,06/27/2014 10:00 PM,RainbowBeach201406272200
Calumet Beach,06/27/2014 11:00:00 PM,21.1,0.94,1.519,0.1,4,10.6,06/27/2014 11:00 PM,CalumetBeach201406272300
63rd Street Beach,06/27/2014 11:00:00 PM,19.5,0.57,1.786,0.136,4,11.1,06/27/2014 11:00 PM,63rdStreetBeach201406272300
Montrose Beach,06/27/2014 11:00:00 PM,18.2,0.66,1.645,0.146,3,10.8,06/27/2014 11:00 PM,MontroseBeach201406272300
Osterman Beach,06/27/2014 11:00:00 PM,19.2,2.11,1.317,0.142,3,11.3,06/27/2014 11:00 PM,OstermanBeach201406272300
Ohio Street Beach,06/27/2014 11:00:00 PM,19.3,0.88,1.704,0.119,3,10.8,06/27/2014 11:00 PM,OhioStreetBeach201406272300
Rainbow Beach,06/27/2014 11:00:00 PM,19.4,0.69,1.592,0.123,3,11,06/27/2014 11:00 PM,RainbowBeach201406272300
Calumet Beach,06/28/2014 07:00:00 AM,20.4,0.96,1.49,0.104,2,10.6,06/28/2014 7:00 AM,CalumetBeach201406280700
63rd Street Beach,06/28/2014 07:00:00 AM,19.2,0.42,1.784,0.112,4,11.1,06/28/2014 7:00 AM,63rdStreetBeach201406280700
Montrose Beach,06/28/2014 07:00:00 AM,17.4,0.3,1.687,0.118,3,10.7,06/28/2014 7:00 AM,MontroseBeach201406280700
Osterman Beach,06/28/2014 07:00:00 AM,17.4,0.78,1.358,0.137,2,11.3,06/28/2014 7:00 AM,OstermanBeach201406280700
Ohio Street Beach,06/28/2014 07:00:00 AM,19.1,1.14,1.75,0.108,2,10.8,06/28/2014 7:00 AM,OhioStreetBeach201406280700
Rainbow Beach,06/28/2014 07:00:00 AM,19,0.61,1.592,0.09,4,10.9,06/28/2014 7:00 AM,RainbowBeach201406280700
Calumet Beach,06/28/2014 08:00:00 AM,20.3,0.84,1.503,0.089,2,10.6,06/28/2014 8:00 AM,CalumetBeach201406280800
63rd Street Beach,06/28/2014 08:00:00 AM,19.2,0.42,1.766,0.114,3,11.1,06/28/2014 8:00 AM,63rdStreetBeach201406280800
Montrose Beach,06/28/2014 08:00:00 AM,17.4,0.24,1.647,0.127,2,10.7,06/28/2014 8:00 AM,MontroseBeach201406280800
Osterman Beach,06/28/2014 08:00:00 AM,17.4,0.64,1.318,0.14,2,11.3,06/28/2014 8:00 AM,OstermanBeach201406280800
Ohio Street Beach,06/28/2014 08:00:00 AM,19.1,1.29,1.72,0.108,2,10.8,06/28/2014 8:00 AM,OhioStreetBeach201406280800
Rainbow Beach,06/28/2014 08:00:00 AM,19,0.67,1.565,0.091,3,10,06/28/2014 8:00 AM,RainbowBeach201406280800
Calumet Beach,06/28/2014 12:00:00 AM,20.8,0.86,1.501,0.107,2,10.6,06/28/2014 12:00 AM,CalumetBeach201406282400
63rd Street Beach,06/28/2014 12:00:00 AM,19.3,0.46,1.796,0.143,2,11.1,06/28/2014 12:00 AM,63rdStreetBeach201406282400
Montrose Beach,06/28/2014 12:00:00 AM,17.8,0.62,1.75,0.139,7,10.8,06/28/2014 12:00 AM,MontroseBeach201406282400
Osterman Beach,06/28/2014 12:00:00 AM,18.3,1.69,1.435,0.136,7,11.3,06/28/2014 12:00 AM,OstermanBeach201406282400
Ohio Street Beach,06/28/2014 12:00:00 AM,19.1,0.74,1.784,0.113,2,10.8,06/28/2014 12:00 AM,OhioStreetBeach201406282400
Rainbow Beach,06/28/2014 12:00:00 AM,19.2,0.62,1.61,0.117,8,10.8,06/28/2014 12:00 AM,RainbowBeach201406282400
Calumet Beach,06/28/2014 01:00:00 AM,20.9,1.01,1.527,0.123,3,10.6,06/28/2014 1:00 AM,CalumetBeach201406280100
63rd Street Beach,06/28/2014 01:00:00 AM,19.3,0.47,1.815,0.137,7,11.1,06/28/2014 1:00 AM,63rdStreetBeach201406280100
Montrose Beach,06/28/2014 01:00:00 AM,17.6,0.55,1.701,0.132,6,10.8,06/28/2014 1:00 AM,MontroseBeach201406280100
Osterman Beach,06/28/2014 01:00:00 AM,18,1.44,1.395,0.162,6,11.3,06/28/2014 1:00 AM,OstermanBeach201406280100
Ohio Street Beach,06/28/2014 01:00:00 AM,19.1,0.82,1.75,0.126,7,10.8,06/28/2014 1:00 AM,OhioStreetBeach201406280100
Rainbow Beach,06/28/2014 01:00:00 AM,19.2,0.62,1.604,0.105,8,10.8,06/28/2014 1:00 AM,RainbowBeach201406280100
Calumet Beach,06/28/2014 02:00:00 AM,21.1,1.16,1.542,0.109,2,10.6,06/28/2014 2:00 AM,CalumetBeach201406280200
